id|brandNm|product|location|date|post_date|origin_data_index|start_ymd|end_ymd|date_diff|address_name|address|x|y
532|티백|의류|현대백화점 무역점 6층|4월 17일 - 4월 23일|2020-04-20|727.0|20200417|20200423|6|현대백화점 무역센터점|서울 강남구 테헤란로 517|127.05977475920854|37.508651435836725
533|싱글톤 WORK OFF|위스키|성동구 서울숲길 50|04.30(토)-05.08(일)|2022-05-05|728.0|20220430|20220508|8|프로젝트렌트 2호점|서울 성동구 서울숲길 50|127.042974381639|37.5479027742714
534|라인프렌즈|팝업스토어|성수|10.25(금)-11.13(일)|2022-11-04|729.0|20221025|20221113|19|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
535|젭티|주스바|성수|06.04(토)-06.12(일)|2022-06-07|731.0|20220604|20220612|8|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
536|옐토|소셜 디자인 브랜드|강남구 테헤란로4길 37 지하1층 마롱197|10.04(화)-10.10(월)|2022-10-06|732.0|20221004|20221010|6|마롱197|서울 강남구 테헤란로4길 37|127.030871895099|37.4961835964822
537|플그슈퍼|수제맥주|홍대 라이즈호텔|5/3~7/7|2019-06-14|733.0|20190503|20190707|65|라이즈 오토그래프 컬렉션|서울 마포구 양화로 130|126.92127657051411|37.5544165882929
538|롯데리아|불고기버거|익선동 137-6 익선동 루프스테이션|09.22(목)-10.10(월)|2022-09-23|735.0|20220922|20221010|18|루프스테이션 익선|서울 종로구 삼일대로28길 28|126.98927869936|37.5739534201755
539|코카콜라|우주맛|성수동 피치스|3.12(토)-3.19(토)|2022-03-15|736.0|20220312|20220319|7|피치스 도원|서울 성동구 연무장3길 9|127.051384453275|37.5444251619727
540|칼레이도스코프|썸머룩|을지로 센터원|7/22~8/2|2019-07-25|737.0|20190722|20190802|11|미래에셋센터원빌딩|서울 중구 을지로5길 26|126.98517192457969|37.56738381897748
541|익명이와 깨꾹이|굿즈|영등포구 여의대로 108, 5층 더현대서울|11.04(금)-11/17(목)|2022-11-09|738.0|20221104|20221117|13|더현대 서울|서울 영등포구 여의대로 108|126.92844612411159|37.525872071029134
542|큐원 상쾌환|숙취해소 제품, 굿즈|성동구 성수동2가 315-10|06.07(화)-06.27(월)|2022-06-16|739.0|20220607|20220627|20|이솝 성수|서울 성동구 연무장길 57|127.056022296655|37.5423129121868
543|꽃잔:치|찻잔|서울 성북구 삼선교로 34, 201호|04.23(금)-04.27(화)|2021-04-20|740.0|20210423|20210427|4|역전할머니맥주 서울한성대점|서울 성북구 삼선교로 34|127.00937483008|37.5879720963538
544|헤지스|웜블던 챔피언십 콜라보 헤지스라인|헤지스명동점|7/8~8/21|2019-08-19|742.0|20190708|20190821|44|LF 헤지스골프 명동헤지스종합|서울 중구 명동8가길 28|126.986553899829|37.5615977865109
545|달심|차, 주스, 달심식|롯데백화점 노원점 2층|04.09(금)-04.15(목)|2021-04-13|743.0|20210409|20210415|6|롯데백화점 노원점|서울 노원구 동일로 1414|127.06133796050443|37.65507468704351
546|포켓몬스터|친구인형, 피규어, 컵 등|더현대서울 지하 1층|10.01(금)-10.07(목)|2021-10-01|745.0|20211001|20211007|6|모노하 더현대서울|서울 영등포구 여의대로 108|126.928468767033|37.5258540647055
547|르메메|굿즈|성수동|09.28(수)-10.08(토)|2022-09-30|746.0|20220928|20221008|10|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
548|잔망루피|굿즈|더현대서울|02.23(수)-03.09(수)|2022-03-04|747.0|20220223|20220309|14|더현대 서울|서울 영등포구 여의대로 108|126.92844612411159|37.525872071029134
549|루나프로젝트|공공미술 프로젝트|석촌호수|10.3-10.27|2019-10-15|749.0|20191003|20191027|24|석촌호수 서호|서울 송파구 잠실동 47|127.099112837006|37.5076807262772
550|디즈니|캐릭터 피규어부터 문구류, 식기, 인테리어 소품까지 디즈니 굿즈|판교|04.18(화)-06.29(목)|2023-05-04|750.0|20230418|20230629|72|운중천|경기 성남시 분당구 판교동|127.086476030847|37.3888721666183
551|무유무유|다꾸|롯데월드몰 1층 스위트스팟|09.01 - 10.31|2020-09-02|751.0|20200901|20201031|60|롯데월드타워|서울 송파구 올림픽로 300|127.10255558658325|37.51260447840551
552|스위트몬스터|인형, 방향제, 노트, 파우치, 과자|가로수길 by대한민국 (강남구 압수정로12길 22)|09.05~09.28|2019-09-08|752.0|20190905|20190928|23|by대한민국|서울 강남구 가로수길 69|127.022380383862|37.5225543131502
553|샤인블링|여성복|판교 크래프톤|2/18~2/22|2019-02-17|754.0|20190218|20190222|4|크래프톤 어린이집|경기 성남시 분당구 분당내곡로 117|127.112134269357|37.3941801666004
554|클레어스|스킨케어|그라운드시소 성수|04.04(화)-05.07(일)|2023-04-12|755.0|20230404|20230507|33|그라운드시소 성수|서울 성동구 아차산로17길 49|127.06527987338404|37.54676810321139
555|ON식당|무제한뷔페|대학로|12/1~12/16|2018-12-05|756.0|20181201|20181216|15|신한은행 경북대학교지점|대구 북구 대학로 80|128.61393777140896|35.88927937107955
556|핑크홀리데이|팝업스토어|영등포구 여의대로 108 더현대 서울|05.14(토)-06.06(월)|2022-05-30|761.0|20220514|20220606|23|더현대 서울|서울 영등포구 여의대로 108|126.92844612411159|37.525872071029134
557|마와|옷걸이|롯데백화점 강남점 지하1층|05.17(월)-06.13(일)|2021-06-07|762.0|20210517|20210613|27|롯데백화점 강남점|서울 강남구 도곡로 401|127.053281143657|37.496959490738
558|비욘드|클린 뷰티|성수|05.25(목)-06.18(일)|2023-06-01|763.0|20230525|20230618|24|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
559|헤스펜스|팝업스토어|서울 강남구|2020.12.26 - 2021.1.21|2021-01-07|764.0|20211226|20220121|26|압구정로데오거리|서울 강남구 신사동 668-33|127.039152029523|37.5267558230172
560|예스어스|못난이 농산물|성수|12.27(화)-01.08(일)|2023-01-03|766.0|20231227|20240108|12|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
561|다꾸인원더랜드|다이어리 꾸미기|잠실 롯데월드몰 1층 아트리움|04.09(금) - 04.18(일)|2021-04-16|768.0|20210409|20210418|9|아트리움|서울 송파구 송파대로42길 40|127.111407835534|37.5067660626364
562|샹프리|스킨케어|성수|08.18-09.04|2022-09-01|769.0|20220818|20220904|17|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
563|로서울|가방|롯데백화점 본점 B1층 : 중구 을지로 30|19.12.16 - 20.01.16|2019-12-26|770.0|20191216|20200116|31|롯데백화점 본점|서울 중구 남대문로 81|126.98175414832635|37.564905601247865
564|원피스|팝업스토어|홍대|12.17(금)-12.26(일)|2021-12-17|771.0|20211217|20211226|9|홍익대학교 서울캠퍼스|서울 마포구 와우산로 94|126.925554591431|37.550874837441
565|활명수|기념판과 다양한 콜라보 굿즈|서울숲 카페거리|10.19(수)-11.10(목)|2022-10-26|772.0|20221019|20221110|22|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
566|LG U+|5G|강남역 10번출구|4/1~5/31|2019-04-21|773.0|20190401|20190531|60|강남역 2호선 10번출구|서울 서초구 서초동 1373|127.02699400109375|37.49863528388638
567|시슬리|잇 백|신세계 강남|4/16~4/21|2019-04-17|774.0|20190416|20190421|5|신세계백화점 강남점|서울 서초구 신반포로 176|127.00432032924516|37.505305732081965
568|NH투자증권|주식투자|더현대서울 지하2층|03.26(금)-05.09(일)|2021-04-09|775.0|20210326|20210509|44|더현대 서울|서울 영등포구 여의대로 108|126.92844612411159|37.525872071029134
569|샤넬|리미티드 에디션|성수동 S Factory|06.29(화)-07.12(월)|2021-07-15|776.0|20210629|20210712|13|에스팩토리|서울 성동구 연무장15길 11|127.059573316959|37.5426445439481
570|아끼다|도자기|용산 아이파크몰|1/18~1/31|2019-01-28|777.0|20190118|20190131|13|아이파크몰 용산점|서울 용산구 한강대로23길 55|126.96453276994514|37.52881667725366
571|에스티듀퐁|의류|스타필드 하남 (경기 하남시 미사대로 750)|1월7일 - 1월 15일|2020-01-10|778.0|20200107|20200115|8|스타필드 하남|경기 하남시 미사대로 750|127.223691197241|37.5454930733426
572|록시땅|에코 뮤지엄|용산구 이태원로 55길 157|04.21(화)-05.01(일)|2022-04-27|779.0|20220421|20220501|10|스튜디오콘트라스트|서울 용산구 이태원로55길 157|126.99504080749|37.5373985278478
573|MiMi x Hazzys|캡슐 컬렉션|여의도 더현대 서울 3층|04.22(금)-05.12(목)|2022-04-26|780.0|20220422|20220512|20|더현대 서울|서울 영등포구 여의대로 108|126.92844612411159|37.525872071029134
574|센드리온|여성수제화|용산아이파크몰|1/4~1/17|2019-01-14|781.0|20190104|20190117|13|아이파크몰 용산점|서울 용산구 한강대로23길 55|126.96453276994514|37.52881667725366
575|투티에|가방, 지갑, 벨트, 가죽 제품, 화분|용산구 녹사평로 168-24|04.16(토)-05.08(일) 매일 12:00~20:00|2022-05-02|782.0|20220416|20220508|22|남산서울타워|서울 용산구 용산동2가 산 1-3|126.988217046052|37.551279740966
576|비비고|만두|꼴라보하우스 도산|10.10(월)-10.30(일)|2022-10-13|783.0|20221010|20221030|20|꼴라보하우스 도산|서울 강남구 언주로164길 21-3|127.035228201459|37.5257353222619
577|파이롯트|필기구|성수|10.15(토)-11.27(일)|2022-10-21|785.0|20221015|20221127|43|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
578|블루반|스킨케어, 선케어|성수동 프로젝트 렌트 3호점|07.27(화)–08.15(일)|2021-08-09|787.0|20210727|20210815|19|프로젝트렌트 3호점|서울 성동구 서울숲길 43|127.042478851561|37.5481128862768
579|언포겟|말차시리즈 마카롱, 초코 마카롱 시리즈|신세계백화점 하남|7/16~8/30|2019-08-06|788.0|20190716|20190830|45|신세계백화점 스타필드하남점|경기 하남시 미사대로 750|127.222316615387|37.5459713959057
580|티슬로|향, 핸드크림, 바디크림|서초구 남부순환로 2406, 예술의전당 한가람미술관 제 7전시실|11.11(금)-11.20(일)|2022-11-16|789.0|20221111|20221120|9|예술의전당 한가람미술관 제7전시실|서울 서초구 남부순환로 2406|127.01265134873664|37.47996250279157
581|무신사 스탠다드|슬랙스|성수|04.29(금)-05.22(일)|2022-05-09|790.0|20220429|20220522|23|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
582|이브자리|냉감 패드|강남구 영동대로 114길 5 이브자리 1층|06.10(금)-07.31(일)|2022-06-22|791.0|20220610|20220731|51|이브자리코디센 슬립앤슬립 삼성점|서울 강남구 영동대로114길 5|127.06041800307115|37.51528249923564
583|애니웨어 치즈|치즈|성수동1가|09.22(목)-09.25(일)|2022-09-22|794.0|20220922|20220925|3|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
584|댄스가수 유랑단|팝업스토어|더현대 서울|05.13-05.19|2023-05-16|795.0|20230513|20230519|6|더현대 서울|서울 영등포구 여의대로 108|126.92844612411159|37.525872071029134
585|아로마티카|전시|DDP|04.25(화)-06.25(일)|2023-04-28|796.0|20230425|20230625|61|DDP패션몰|서울 중구 마장로 22|127.012156747242|37.5673174505789
586|카페희다|카페|가로수길|9.5~9.28|2019-09-06|797.0|20190905|20190928|23|Apple 가로수길|서울 강남구 가로수길 43|127.02272940977892|37.520819816124934
587|아이즈원|굿즈|홍대 Exit|3/29~4/30|2019-04-01|798.0|20190329|20190430|32|엑시트 홍대|서울 마포구 양화로 161|126.923316740121|37.5569353176512
588|헤지스|액세서리|헤지스 플래그쉽 스토어|2월 7일 ~ 3월 6일|2020-02-19|799.0|20200207|20200306|28|헤지스 명동 플래그쉽스토어|서울 중구 명동8가길 28|126.986549371227|37.5616049939687
589|골든듀|주얼리|가로수길|12/19~12/25|2018-12-24|801.0|20181219|20181225|6|Apple 가로수길|서울 강남구 가로수길 43|127.02272940977892|37.520819816124934
590|희다|우유|롯데백화점 잠실|4/26~5/9|2019-05-02|802.0|20190426|20190509|13|롯데백화점 잠실점|서울 송파구 올림픽로 240|127.0985552869803|37.51201141930842
591|무신사 스탠다드|의류|마포구 양화로 188 AK&홍대 17층|1월 29일 ~ 2월 9일|2020-01-31|804.0|20200129|20200209|11|아트박스 홍대AK점|서울 마포구 양화로 188|126.926491657309|37.5577392244478
592|메로메로|다양한 아이템|안양점|2019.12.27 ~ 2020.01.09|2019-12-31|805.0|20191227|20200109|13|고릴라캠핑 안양점|경기 의왕시 고래들길 13|126.9620813925941|37.36044332919935
593|스윗피쉬|프라모델 키트 컨셉으로 준비된 스니커즈|명동|5/30~6/16|2019-05-30|806.0|20190530|20190616|17|명동거리|서울 중구 명동2가|126.984901336292|37.5620769169639
594|고프로|겨울스포츠|대전 갤러리아타임월드|12/21~1/3|2018-12-29|807.0|20181221|20190103|13|갤러리아백화점 타임월드점|대전 서구 대덕대로 211|127.3781779488938|36.35181278538463
595|미스터두 낫띵|팝업스토어|코엑스|05.04(목)-05.16(화)|2023-05-12|809.0|20230504|20230516|12|코엑스|서울 강남구 영동대로 513|127.05882784390123|37.51266138067201
596|내셔널지오그래픽|어글리슈즈 트리핀|롯데백화점 본점|9.11-9.26|2019-09-23|810.0|20190911|20190926|15|롯데백화점 본점|서울 중구 남대문로 81|126.98175414832635|37.564905601247865
597|로라로라|의류|영등포구 여의대로108, B2 더현대 서울|01.12(목)-01.25(수)|2023-01-19|811.0|20230112|20230125|13|스타벅스 더현대서울(B2)R점|서울 영등포구 여의대로 108|126.92829889484196|37.526041370109056
598|럭키마르쉐|영 캐주얼|성수동|07.08(목)-07.28(수)|2021-07-13|812.0|20210708|20210728|20|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
599|블루레뇨|주방가구|롯데아울렛 구리점|7/22~8/2|2019-07-30|814.0|20190722|20190802|11|롯데아울렛 구리점|경기 구리시 동구릉로136번길 47|127.140545094093|37.6118767579425
600|에끌레어, 다쿠아즈|디저트|양재AT센터|2/8~2/10|2019-02-10|815.0|20190208|20190210|2|양재 AT센터|서울 서초구 강남대로 27|127.03924802821535|37.46810567643863
601|tvN|팝업 체험공간|홍대 무신사 테라스|10.09(토)-10.24(일)|2021-10-12|816.0|20211009|20211024|15|무신사테라스|서울 마포구 양화로 188|126.92649844260333|37.5577446346546
602|tvN즐건제일|팝업스토어|성수 쎈느|12.09(금)-12.25(일)|2023-01-09|817.0|20231209|20231225|16|쎈느|서울 성동구 연무장5길 20|127.05344423870629|37.54489276727298
603|YOZM|그릭요거트|성수동|04.14(금)-04.30(일)|2023-04-21|818.0|20230414|20230430|16|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
604|솔아띠몽|옥수수빵|가로수길|9.5~9.28|2019-09-05|819.0|20190905|20190928|23|Apple 가로수길|서울 강남구 가로수길 43|127.02272940977892|37.520819816124934
605|고심약국|약국 컨셉의 팝업|마포구 와우산로35길 13|03.01(수)-04.30(일)|2023-03-02|820.0|20230301|20230430|60|오브젝트|서울 마포구 와우산로35길 13|126.9298096541413|37.55569597973931
606|비파티세리|베이커리|롯데백화점 잠실|1/16~2/6|2019-01-26|821.0|20190116|20190206|21|롯데백화점 잠실점|서울 송파구 올림픽로 240|127.0985552869803|37.51201141930842
607|컬러콜라|수제화|현대백화점 무역센터점|10.15-11.10|2019-10-24|822.0|20191015|20191110|26|현대백화점 무역센터점|서울 강남구 테헤란로 517|127.05977475920854|37.508651435836725
608|카카오프렌즈|배틀그라운드굿즈|신세계강남|5/3~5/23|2019-05-09|823.0|20190503|20190523|20|신세계백화점 강남점|서울 서초구 신반포로 176|127.00432032924516|37.505305732081965
609|세컨드모닝|제품|성수|08.23(화)-09.04(일)|2022-08-25|824.0|20220823|20220904|12|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
610|디즈니코리아|'러브 네이처'|여의도 더현대 서울 지하1층 대행사장|04.29(금)-05.05(목)|2022-04-29|825.0|20220429|20220505|6|더현대 서울|서울 영등포구 여의대로 108|126.92844612411159|37.525872071029134
611|끼리상점|키즈제품, 리빙/잡화|인천 스퀘어원(인천 연수구 청능대로210)|10.16~10.21|2019-10-17|826.0|20191016|20191021|5|스퀘어원|인천 연수구 청능대로 210|126.68371469636007|37.405805593273975
612|에엥이x식빵뚱냥|굿즈|롯데백화점 영등포점|02.11-02.24|2022-02-18|827.0|20220211|20220224|13|롯데백화점 영등포점|서울 영등포구 경인로 846|126.907291953523|37.5160148076443
613|탐스&빅토리아|신발|대치역 스위트스팟|6/30~7/5|2019-07-02|828.0|20190630|20190705|5|스위트스팟|서울 강남구 테헤란로 507|127.0577268386969|37.50766134917251
614|저스트인스타일|진진희 패션|을지로 미래에셋센터원|1/7~1/11|2019-01-09|829.0|20190107|20190111|4|미래에셋센터원빌딩|서울 중구 을지로5길 26|126.98517192457969|37.56738381897748
615|샤넬|스킨케어|서울 성동구 연무장길 101-1 성수오우드|08.04(목)-08.21(일)|2022-08-09|830.0|20220804|20220821|17|오우드 성수1호점|서울 성동구 연무장길 101-1|127.0604025570486|37.541020521418226
616|에싸|소파|부산 서면 롯데백화점|7/16~8/18|2019-08-01|831.0|20190716|20190818|33|롯데백화점 부산본점|부산 부산진구 가야대로 772|129.05641460694002|35.15679136281396
617|짱구 팝업스토어|짱구 굿즈|신촌현대백화점 유플렉스 지하2층|09.30(금)-10.10(월)|2022-09-30|832.0|20220930|20221010|10|현대백화점유플렉스 신촌점|서울 서대문구 연세로 13|126.93661730245256|37.55673777941326
618|쿠키런 킹덤|굿즈|스타필드 하남점|12.16-01.14|2022-01-04|833.0|20221216|20230114|29|스타필드 하남|경기 하남시 미사대로 750|127.223691197241|37.5454930733426
619|진로|두꺼비집|포차어게인 강남|5/17~6/30|2019-05-30|835.0|20190517|20190630|44|포차어게인 강남역점|서울 서초구 서초대로77길 37|127.0251175318004|37.500976511694695
620|카페노티드|도넛|갤러리아웨스트|12/3~12/20|2018-12-07|837.0|20181203|20181220|17|갤러리아백화점 명품관 웨스트점 주차장|서울 강남구 압구정동 494|127.040130529533|37.5287286885837
621|제니x젠틀몬스터|'젠틀가든'|강남구 압구정로 46길 50 하우스도산|03.18(금)-04.30(토)|2022-03-30|839.0|20220318|20220430|43|하우스도산|서울 강남구 압구정로46길 50|127.03568053926668|37.525365775581726
622|코넥스 솔루션, 로우로우, 탐스, 빅토리아, 그라미치, 라이프|신발, 의류, 잡화, 액세서리|상암동 동아디지털미디어센터(DDMC)|11.6(수) - 11.8(금) / 11:00 ~ 19:00|2019-11-06|842.0|20191106|20191108|2|상암DDMC|서울 마포구 매봉산로 75|126.892859814848|37.5784453978311
623|버거핀|패션소품, 생활소품|춘천 M백화점 지하1층|09.25(토)-10.17(일)|2021-10-05|843.0|20210925|20211017|22|아메리칸투어리스터 M백화점점|강원 춘천시 금강로 68-3|127.728616248059|37.8785330824526
624|모해17|주얼리|홍대 엑시트 3층|03.03(수)-04.30(금)|2021-03-30|844.0|20210303|20210430|58|엑시트 홍대|서울 마포구 양화로 161|126.923316740121|37.5569353176512
625|디즈니|굿즈|롯데프리미엄아울렛 기흥점|08.19(금)-09.01(목)|2022-08-30|846.0|20220819|20220901|13|롯데프리미엄아울렛 기흥점|경기 용인시 기흥구 신고매로 124|127.12095953681722|37.225033744670185
626|솔트레인|라이프스타일 프로덕트|강원도 고성|07.15(목)-08.15(일)|2021-07-21|847.0|20210715|20210815|31|송지호해수욕장|강원 고성군 죽왕면 오호리 8|128.52791763044|38.330684523846
627|카카오프렌즈|굿즈|서울역|19.12.19 ~ 20.3.17|2020-01-02|848.0|20201219|20210317|88|서울역|서울 용산구 한강대로 405|126.970606917394|37.5546788388674
628|홍루이젠|대만 국민샌드위치|신세계강남|12/27~1/13|2019-01-07|849.0|20191227|20200113|17|신세계백화점 강남점|서울 서초구 신반포로 176|127.00432032924516|37.505305732081965
629|GS25|편의점|성수|05.21(토)-06.12(일) ⚠️5/30, 6/7 연차|2022-05-27|850.0|20220521|20220612|22|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
630|삭샵오브런던|양말|신세계 강남|3/29~4/4|2019-03-30|851.0|20190329|20190404|6|신세계백화점 강남점|서울 서초구 신반포로 176|127.00432032924516|37.505305732081965
631|로티스 아파트먼트|굿즈|성수 프로젝트 렌트 6호점|08.02(월)-08.29(일)|2021-08-13|852.0|20210802|20210829|27|프로젝트렌트 6호점|서울 성동구 서울숲길 50|127.042967588821|37.547897370751
632|푸푸리|토일렛퍼퓸|롯데백화점 강남점 지하1층|05.18(화)-06.13(일)|2021-05-18|853.0|20210518|20210613|26|롯데백화점 강남점|서울 강남구 도곡로 401|127.053281143657|37.496959490738
633|쇼앤텔|편집샵|신세계백화점 강남점|10.4~10.13|2019-10-10|855.0|20191004|20191013|9|신세계백화점 강남점|서울 서초구 신반포로 176|127.00432032924516|37.505305732081965
634|꿀하우스|카페|이태원|2/14~3/31|2019-02-21|856.0|20190214|20190331|45|이태원거리|서울 용산구 이태원동 119-23|126.99580922812|37.5345613066561
635|어뮤즈|비건 & 웰니스 뷰티 브랜드|더현대서울 B2 아이코닉존|05.11(목)-05.24(수)|2023-05-12|857.0|20230511|20230524|13|스타벅스 더현대서울(B2)R점|서울 영등포구 여의대로 108|126.92829889484196|37.526041370109056
636|도어투성수|맥주 와 와인|성수|11.11(금)-11.30(수)|2022-11-24|859.0|20221111|20221130|19|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
637|<동감>|팝업스토어|성수|11.10(목)-11.20(일)|2022-11-14|860.0|20221110|20221120|10|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
638|마이리틀셰프|팝업|성동구 연무장7가길 8|08.03(수)-08.27(토)|2022-08-12|861.0|20220803|20220827|24|데어데이아|서울 성동구 연무장7가길 8|127.05521936568113|37.542934980034495
639|막걸리학교|막걸리|강남구 압구정로 12길 22|9.5~9.28|2019-09-10|862.0|20190905|20190928|23|CGV씨네드쉐프 압구정|서울 강남구 압구정로30길 45|127.029403809636|37.5243619864858
640|오레오|생일파티|성수|05.18(목)-06.18(일)|2023-05-19|863.0|20230518|20230618|31|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
641|스테핑|제품|서울특별시 성동구 서울숲2길 42|12.04(일)-12.11(일)|2022-12-07|865.0|20221204|20221211|7|헬로키티문방구|서울 성동구 서울숲2길 42|127.043136428281|37.5463295711866
642|EXCYCLE|스낵|성수|07.05(화)-07.31(일)|2022-07-21|866.0|20220705|20220731|26|서울숲카페거리|서울 성동구 성수동1가 668-11|127.043028992489|37.5464440372535
643|보니크루|팝업스토어|중동 현대백화점|12/28~1/6|2018-12-31|867.0|20181228|20190106|9|현대백화점 중동점|경기 부천시 길주로 180|126.76183908456196|37.50427464649725
644|오버더피치|의류, 악세서리|마포구 서교동 404-2|03.12(토) - 04.01(금)|2022-03-25|869.0|20220312|20220401|20|오버더피치|서울 마포구 독막로9길 29|126.920094532441|37.549608069247974
645|템버린즈|핸드크림|성수이로 20길 57|10.30일(토)-11.21(일)|2021-11-05|870.0|20211030|20211121|22|레이어57|서울 성동구 성수이로20길 57|127.06281810924|37.542091450707
646|바프독|다양한 제품|강남구 언주로164길 21-3 꼴라보하우스 도산|09.15(목)-09.27(화)|2022-09-19|871.0|20220915|20220927|12|꼴라보하우스 도산|서울 강남구 언주로164길 21-3|127.035228201459|37.5257353222619
647|해피바스&대림디움|세계욕실문화 신제품 라인|신용산역|4/1~4/20|2019-04-10|872.0|20190401|20190420|19|신용산역 4호선|서울 용산구 한강대로 지하 112|126.967965039183|37.5292591489375
648|코스모|뷰티 제품|중구 을지로12길 8, 1층 디엣지|12.09(금)-12.11(일)|2022-12-09|873.0|20221209|20221211|2|디엣지|서울 중구 을지로12길 8|126.99104673149583|37.56594281719109
649|크로우캐년홈|리빙 제품|도레도레 신사점|11.9 ~ 11.17|2019-11-13|874.0|20191109|20191117|8|브리오슈도레 언주역점|서울 강남구 논현로 561|127.03414454344009|37.506120791098574
650|리틀버니|아동복|용산아이파크몰|5/10~6/5|2019-05-28|876.0|20190510|20190605|26|아이파크몰 용산점|서울 용산구 한강대로23길 55|126.96453276994514|37.52881667725366
651|카페 만월회|밀크티, 말차, 콜드브루, 민트초코, 흑임자, 쑥, 초코그린, 피스타치오|광교 갤러리아 지하1층|07.30(금)-08.12(목)|2021-08-06|877.0|20210730|20210812|13|갤러리아백화점 광교점|경기 수원시 영통구 광교중앙로 124|127.05724077247974|37.28526236797372
652|메리비트윈|굿즈|현대백화점 유플렉스 신촌점|11.26 ~ 12.5|2019-12-03|878.0|20191126|20191205|9|현대백화점유플렉스 신촌점|서울 서대문구 연세로 13|126.93661730245256|37.55673777941326
653|볼보|SUV XC90|스타필드 고양|1/26~2/3|2019-02-01|879.0|20190126|20190203|8|스타필드 고양|경기 고양시 덕양구 고양대로 1955|126.89495970523106|37.64697646971491
654|도쿄팡야|롤케익|롯데백화점 본점|2/22~2/28|2019-02-23|880.0|20190222|20190228|6|롯데백화점 본점|서울 중구 남대문로 81|126.98175414832635|37.564905601247865
655|로이스|생초콜렛|현대백화점 판교|3/8~3/14|2019-03-11|881.0|20190308|20190314|6|현대백화점 판교점|경기 성남시 분당구 판교역로146번길 20|127.11204751299005|37.39279718014944
656|무유무유|팝업스토어|롯데몰 김포공항점|1.15(금) - 4.25(일)|2021-01-25|882.0|20210115|20210425|100|롯데몰 김포공항점|서울 강서구 하늘길 지하 77|126.803148162496|37.5633661796519
657|아슬란|장산 마늘빵|현대백화점 울산점|8.16~8.22|2019-08-21|883.0|20190816|20190822|6|현대백화점 울산점|울산 남구 삼산로 261|129.33574650999|35.5395950301785
658|아크메드라비|패션|롯데백화점 본점|6/28~7/14|2019-06-30|884.0|20190628|20190714|16|롯데백화점 본점|서울 중구 남대문로 81|126.98175414832635|37.564905601247865
659|카카오프렌즈|치즈볼|강남|3/15~4/14|2019-03-20|885.0|20190315|20190414|30|압구정로데오거리|서울 강남구 신사동 668-33|127.039152029523|37.5267558230172
660|레고|다양한 제품|송파구 올림픽로 300 잠실 롯데월드몰 1층|01.13(금)-01.25(수)|2023-01-17|886.0|20230113|20230125|12|호카 롯데월드몰 잠실점|서울 송파구 올림픽로 300|127.104133720427|37.5136122218451
