|id|subway_name|subway_line|distance|x|y
653|175|청구역|6호선|732|127.014165812912|37.5609165488093
654|176|건대입구역|2호선|692|127.06920291650829|37.54040751726388
655|176|건대입구역|7호선|850|127.071104284458|37.5408686005702
656|176|성수역|2호선|578|127.056066999327|37.5445888153751
657|178|뚝섬역|2호선|388|127.04738727881|37.547241554679
658|178|서울숲역|수인분당선|330|127.044746216358|37.543645796605
659|178|응봉역|경의중앙선|863|127.034483653629|37.5499526279456
660|179|광화문역|5호선|884|126.97642427981408|37.57164860977568
661|179|명동역|4호선|599|126.98640235001736|37.56096526943837
662|179|시청역|1호선|405|126.97719821079865|37.56534539636417
663|179|시청역|2호선|560|126.97559827045151|37.56368183746611
664|179|을지로3가역|2호선|829|126.99098443539428|37.56629149790628
665|179|을지로3가역|3호선|974|126.992615486076|37.5664312655685
666|179|을지로입구역|2호선|131|126.9821953112953|37.566035517712955
667|179|종각역|1호선|603|126.98315081716676|37.570227990912244
668|179|회현역|4호선|742|126.9784372569283|37.55876114587941
669|180|고속터미널역|3호선|109|127.00512100872538|37.50454885557265
670|180|고속터미널역|9호선|75|127.004211793489|37.5059814899483
671|180|고속터미널역|7호선|221|127.005007834609|37.5033865633062
672|180|반포역|7호선|716|127.011586161943|37.5081614290284
673|180|사평역|9호선|975|127.015272484531|37.5042326273953
674|180|신반포역|9호선|755|126.996082392175|37.5035091412544
675|181|홍대입구역|2호선|641|126.923778562273|37.5568707448873
676|181|홍대입구역|공항철도|538|126.927010430346|37.5573052656667
677|181|홍대입구역|경의중앙선|523|126.927118938976|37.5574494922411
678|182|신사역|3호선|894|127.02030856272764|37.51643597531432
679|182|신사역|신분당선|965|127.019551734927|37.5160820085929
680|182|압구정역|3호선|436|127.02850865895756|37.52649127416921
681|184|뚝섬역|2호선|922|127.04738727881|37.547241554679
682|184|서울숲역|수인분당선|634|127.044746216358|37.543645796605
683|184|응봉역|경의중앙선|683|127.034483653629|37.5499526279456
684|186|뚝섬역|2호선|446|127.04738727881|37.547241554679
685|186|서울숲역|수인분당선|536|127.044746216358|37.543645796605
686|186|응봉역|경의중앙선|733|127.034483653629|37.5499526279456
687|186|한양대역|2호선|849|127.043639802768|37.5557159860408
688|187|국회의사당역|9호선|971|126.91783895106|37.5281465047706
689|187|샛강역|9호선|943|126.9283750591322|37.51737287009036
690|187|샛강역|신림선|970|126.929463427672|37.5171662943088
691|187|여의나루역|5호선|425|126.93298596744|37.5271469489465
692|187|여의도역|9호선|620|126.92466104293|37.5211700890445
693|187|여의도역|5호선|578|126.924397990207|37.5217753947299
694|188|강남역|2호선|0|127.02800140627488|37.49808633653005
695|188|강남역|신분당선|146|127.028185245594|37.4967771303817
696|188|신논현역|9호선|778|127.025492036104|37.504811111562
697|188|신논현역|신분당선|671|127.024926154562|37.5036164990854
698|188|역삼역|2호선|802|127.03646946847|37.5006744185994
699|189|석촌역|8호선|889|127.107004062699|37.5054141216925
700|189|석촌역|9호선|924|127.10676479806769|37.504972845773686
701|189|송파나루역|9호선|910|127.11266171422027|37.51101671275264
702|189|잠실나루역|2호선|906|127.103808749487|37.5207124124456
703|189|잠실역|2호선|220|127.10023101886318|37.51331105877401
704|189|잠실역|8호선|199|127.103270523629|37.5143121584933
705|190|민락역|부산2호선|659|129.122097073991|35.1670631931086
706|190|벡스코역|동해선|752|129.136705372019|35.1712399344204
707|190|벡스코역|부산2호선|892|129.138867985335|35.1688335422589
708|190|센텀시티역|부산2호선|247|129.131763997578|35.1689480066604
709|191|문래역|2호선|961|126.894778820701|37.5179757181801
710|191|신길역|5호선|824|126.914913947722|37.517663974187
711|191|영등포시장역|5호선|614|126.905179566968|37.522709383885
712|191|영등포역|1호선|239|126.907550274975|37.5156726288261
713|192|판교역|신분당선|232|127.11119782955879|37.39477752734142
714|192|판교역|경강선|219|127.111982699564|37.394775885643
715|193|성복역|신분당선|220|127.08038367116|37.3135324511783
716|194|판교역|신분당선|232|127.11119782955879|37.39477752734142
717|194|판교역|경강선|219|127.111982699564|37.394775885643
718|195|강남역|2호선|247|127.02800140627488|37.49808633653005
719|195|강남역|신분당선|390|127.028185245594|37.4967771303817
720|195|신논현역|9호선|531|127.025492036104|37.504811111562
721|195|신논현역|신분당선|425|127.024926154562|37.5036164990854
722|195|역삼역|2호선|835|127.03646946847|37.5006744185994
723|196|국회의사당역|9호선|971|126.91783895106|37.5281465047706
724|196|샛강역|9호선|943|126.9283750591322|37.51737287009036
725|196|샛강역|신림선|970|126.929463427672|37.5171662943088
726|196|여의나루역|5호선|425|126.93298596744|37.5271469489465
727|196|여의도역|9호선|620|126.92466104293|37.5211700890445
728|196|여의도역|5호선|578|126.924397990207|37.5217753947299
729|197|신사역|3호선|543|127.02030856272764|37.51643597531432
730|197|신사역|신분당선|601|127.019551734927|37.5160820085929
731|197|압구정역|3호선|827|127.02850865895756|37.52649127416921
732|198|건대입구역|2호선|594|127.06920291650829|37.54040751726388
733|198|건대입구역|7호선|744|127.071104284458|37.5408686005702
734|198|성수역|2호선|657|127.056066999327|37.5445888153751
735|199|뚝섬역|2호선|395|127.04738727881|37.547241554679
736|199|서울숲역|수인분당선|345|127.044746216358|37.543645796605
737|199|응봉역|경의중앙선|849|127.034483653629|37.5499526279456
738|200|디지털미디어시티역|6호선|790|126.90127778415635|37.57601374718818
739|200|디지털미디어시티역|공항철도|455|126.89788185706144|37.57752092438604
740|200|디지털미디어시티역|경의중앙선|701|126.90069067398757|37.57740168656261
741|200|수색역|경의중앙선|364|126.895659474538|37.5808625683358
742|201|수원역|1호선|308|127.00004960484385|37.26568218296588
743|201|수원역|수인분당선|365|127.00024802619026|37.26628317764347
744|202|국회의사당역|9호선|971|126.91783895106|37.5281465047706
745|202|샛강역|9호선|943|126.9283750591322|37.51737287009036
746|202|샛강역|신림선|970|126.929463427672|37.5171662943088
747|202|여의나루역|5호선|425|126.93298596744|37.5271469489465
748|202|여의도역|9호선|620|126.92466104293|37.5211700890445
749|202|여의도역|5호선|578|126.924397990207|37.5217753947299
750|203|홍대입구역|2호선|578|126.923778562273|37.5568707448873
751|203|홍대입구역|공항철도|627|126.927010430346|37.5573052656667
752|203|홍대입구역|경의중앙선|619|126.927118938976|37.5574494922411
753|204|동대문역|1호선|502|127.01063381083677|37.571669405802616
754|204|동대문역|4호선|416|127.009313828405|37.5709072753658
755|204|동대문역사문화공원역|2호선|186|127.00900417014896|37.56566440553802
756|204|동대문역사문화공원역|4호선|287|127.00791523866731|37.56514370780825
757|204|동대문역사문화공원역|5호선|461|127.00579179092047|37.56462215427451
758|204|동대입구역|3호선|989|127.00531600900922|37.55905581925076
759|204|동묘앞역|1호선|879|127.016364227103|37.5732166600283
760|204|동묘앞역|6호선|755|127.015725557994|37.5721715926337
761|204|신당역|2호선|861|127.019477533278|37.5656730531732
762|204|신당역|6호선|566|127.01617590593352|37.56609251486158
763|204|종로5가역|1호선|850|127.00153834521934|37.57097610838373
764|204|청구역|5호선|852|127.013943845279|37.5602101936978
765|204|청구역|6호선|790|127.014165812912|37.5609165488093
766|205|광화문역|5호선|884|126.97642427981408|37.57164860977568
767|205|명동역|4호선|599|126.98640235001736|37.56096526943837
768|205|시청역|1호선|405|126.97719821079865|37.56534539636417
769|205|시청역|2호선|560|126.97559827045151|37.56368183746611
770|205|을지로3가역|2호선|829|126.99098443539428|37.56629149790628
771|205|을지로3가역|3호선|974|126.992615486076|37.5664312655685
772|205|을지로입구역|2호선|131|126.9821953112953|37.566035517712955
773|205|종각역|1호선|603|126.98315081716676|37.570227990912244
774|205|회현역|4호선|742|126.9784372569283|37.55876114587941
775|206|목동역|5호선|941|126.86462527157516|37.526135115923466
776|206|양평역|5호선|993|126.886419282885|37.5255796429707
777|206|오목교역|5호선|235|126.875307312696|37.5245340839144
778|207|뚝섬역|2호선|395|127.04738727881|37.547241554679
779|207|서울숲역|수인분당선|345|127.044746216358|37.543645796605
780|207|응봉역|경의중앙선|849|127.034483653629|37.5499526279456
781|208|뚝섬역|2호선|970|127.04738727881|37.547241554679
782|208|성수역|2호선|221|127.056066999327|37.5445888153751
783|209|서울역|공항철도|167|126.96974961781686|37.55332892758497
784|209|서울역|1호선|195|126.97209238331357|37.55597933890212
785|209|서울역|4호선|256|126.972644620034|37.5530287004642
786|209|서울역|경의중앙선|258|126.9713179064219|37.55693330961779
787|209|충정로역|2호선|781|126.96449207476172|37.55976328822766
788|209|충정로역|5호선|924|126.96303964820936|37.56042867918723
789|209|회현역|4호선|826|126.9784372569283|37.55876114587941
790|210|뚝섬역|2호선|395|127.04738727881|37.547241554679
791|210|서울숲역|수인분당선|345|127.044746216358|37.543645796605
792|210|응봉역|경의중앙선|849|127.034483653629|37.5499526279456
793|211|경복궁역|3호선|800|126.973691352767|37.5758061234865
794|212|광흥창역|6호선|931|126.93202965599583|37.54748648317645
795|212|서강대역|경의중앙선|639|126.935507621173|37.5521384864879
796|212|신촌역|2호선|636|126.93698075993808|37.555198169366435
797|212|홍대입구역|2호선|548|126.923778562273|37.5568707448873
798|212|홍대입구역|공항철도|305|126.927010430346|37.5573052656667
799|212|홍대입구역|경의중앙선|307|126.927118938976|37.5574494922411
800|213|봉은사역|9호선|623|127.060233935114|37.5142554489848
801|213|삼성역|2호선|288|127.06302321147605|37.508822740225305
802|213|삼성중앙역|9호선|763|127.053043676912|37.5129614511319
803|214|신촌역|2호선|978|126.93698075993808|37.555198169366435
804|214|홍대입구역|2호선|254|126.923778562273|37.5568707448873
805|214|홍대입구역|공항철도|77|126.927010430346|37.5573052656667
806|214|홍대입구역|경의중앙선|75|126.927118938976|37.5574494922411
807|216|광흥창역|6호선|931|126.93202965599583|37.54748648317645
808|216|서강대역|경의중앙선|639|126.935507621173|37.5521384864879
809|216|신촌역|2호선|636|126.93698075993808|37.555198169366435
810|216|홍대입구역|2호선|548|126.923778562273|37.5568707448873
811|216|홍대입구역|공항철도|305|126.927010430346|37.5573052656667
812|216|홍대입구역|경의중앙선|307|126.927118938976|37.5574494922411
813|217|민락역|부산2호선|659|129.122097073991|35.1670631931086
814|217|벡스코역|동해선|752|129.136705372019|35.1712399344204
815|217|벡스코역|부산2호선|892|129.138867985335|35.1688335422589
816|217|센텀시티역|부산2호선|247|129.131763997578|35.1689480066604
817|219|국회의사당역|9호선|971|126.91783895106|37.5281465047706
818|219|샛강역|9호선|943|126.9283750591322|37.51737287009036
819|219|샛강역|신림선|970|126.929463427672|37.5171662943088
820|219|여의나루역|5호선|425|126.93298596744|37.5271469489465
821|219|여의도역|9호선|620|126.92466104293|37.5211700890445
822|219|여의도역|5호선|578|126.924397990207|37.5217753947299
823|220|상수역|6호선|745|126.92242989321456|37.54776618366393
824|220|합정역|2호선|401|126.91445406513526|37.54991315995173
825|220|합정역|6호선|276|126.91421318621|37.5487840343032
826|221|동대문역|1호선|637|127.01063381083677|37.571669405802616
827|221|동대문역|4호선|544|127.009313828405|37.5709072753658
828|221|동대문역사문화공원역|2호선|56|127.00900417014896|37.56566440553802
829|221|동대문역사문화공원역|5호선|360|127.00579179092047|37.56462215427451
830|221|동대문역사문화공원역|4호선|167|127.00791523866731|37.56514370780825
831|221|동대입구역|3호선|854|127.00531600900922|37.55905581925076
832|221|동묘앞역|6호선|879|127.015725557994|37.5721715926337
833|221|신당역|2호선|884|127.019477533278|37.5656730531732
834|221|신당역|6호선|592|127.01617590593352|37.56609251486158
835|221|종로5가역|1호선|892|127.00153834521934|37.57097610838373
836|221|청구역|5호선|754|127.013943845279|37.5602101936978
837|221|청구역|6호선|700|127.014165812912|37.5609165488093
838|222|광화문역|5호선|872|126.97642427981408|37.57164860977568
839|222|명동역|4호선|609|126.98640235001736|37.56096526943837
840|222|시청역|1호선|407|126.97719821079865|37.56534539636417
841|222|시청역|2호선|568|126.97559827045151|37.56368183746611
842|222|을지로3가역|2호선|823|126.99098443539428|37.56629149790628
843|222|을지로3가역|3호선|968|126.992615486076|37.5664312655685
844|222|을지로입구역|2호선|114|126.9821953112953|37.566035517712955
845|222|종각역|1호선|586|126.98315081716676|37.570227990912244
846|222|회현역|4호선|758|126.9784372569283|37.55876114587941
847|223|문정역|8호선|914|127.122484886901|37.4860310539381
848|223|복정역|8호선|824|127.126724009736|37.4707418689753
849|223|장지역|8호선|119|127.12617656737|37.4786316933099
850|224|광화문역|5호선|884|126.97642427981408|37.57164860977568
851|224|명동역|4호선|599|126.98640235001736|37.56096526943837
852|224|시청역|1호선|405|126.97719821079865|37.56534539636417
853|224|시청역|2호선|560|126.97559827045151|37.56368183746611
854|224|을지로3가역|2호선|829|126.99098443539428|37.56629149790628
855|224|을지로3가역|3호선|974|126.992615486076|37.5664312655685
856|224|을지로입구역|2호선|131|126.9821953112953|37.566035517712955
857|224|종각역|1호선|603|126.98315081716676|37.570227990912244
858|224|회현역|4호선|742|126.9784372569283|37.55876114587941
859|225|봉은사역|9호선|720|127.060233935114|37.5142554489848
860|225|삼성역|2호선|571|127.06302321147605|37.508822740225305
861|225|삼성중앙역|9호선|589|127.053043676912|37.5129614511319
862|225|선릉역|2호선|803|127.04896282498558|37.504497373023206
863|225|선릉역|수인분당선|785|127.04870992465413|37.505167825521674
864|226|신중동역|7호선|155|126.776897204578|37.5029525402622
865|227|녹사평역|6호선|818|126.9865496751|37.5347227952064
866|227|이태원역|6호선|130|126.994333861918|37.5345252050511
867|227|한강진역|6호선|783|127.001765135176|37.5397907743775
868|228|뚝섬역|2호선|717|127.04738727881|37.547241554679
869|228|서울숲역|수인분당선|744|127.044746216358|37.543645796605
870|228|성수역|2호선|342|127.056066999327|37.5445888153751
871|229|녹사평역|6호선|433|126.9865496751|37.5347227952064
872|229|이태원역|6호선|777|126.994333861918|37.5345252050511
873|230|봉은사역|9호선|115|127.060233935114|37.5142554489848
874|230|삼성역|2호선|753|127.06302321147605|37.508822740225305
875|230|삼성중앙역|9호선|701|127.053043676912|37.5129614511319
876|230|청담역|7호선|752|127.053717937903|37.519455579961
877|231|대화역|3호선|935|126.747500970967|37.676157377075
878|231|주엽역|3호선|921|126.761263524195|37.6701494878278
879|232|뚝섬역|2호선|395|127.04738727881|37.547241554679
880|232|서울숲역|수인분당선|345|127.044746216358|37.543645796605
881|232|응봉역|경의중앙선|849|127.034483653629|37.5499526279456
882|233|당곡역|신림선|766|126.927560844494|37.490223280126
883|233|서원역|신림선|714|126.93310993651|37.4782386357719
884|233|신림역|2호선|172|126.9297453749671|37.484267135140364
885|233|신림역|신림선|214|126.929629471493|37.4848815538296
886|234|신도림역|1호선|778|126.891312500851|37.508908482648
887|234|신도림역|2호선|731|126.89161095407636|37.508222191535346
888|235|압구정로데오역|수인분당선|514|127.0406027693898|37.5275184818021
889|235|압구정역|3호선|599|127.02850865895756|37.52649127416921
890|236|목동역|5호선|941|126.86462527157516|37.526135115923466
891|236|양평역|5호선|993|126.886419282885|37.5255796429707
892|236|오목교역|5호선|235|126.875307312696|37.5245340839144
893|237|잠실나루역|2호선|879|127.103808749487|37.5207124124456
894|237|잠실역|2호선|0|127.10023101886318|37.51331105877401
895|237|잠실역|8호선|290|127.103270523629|37.5143121584933
896|238|뚝섬역|2호선|395|127.04738727881|37.547241554679
897|238|서울숲역|수인분당선|345|127.044746216358|37.543645796605
898|238|응봉역|경의중앙선|849|127.034483653629|37.5499526279456
899|239|정발산역|3호선|157|126.773405960872|37.659480619983
900|241|고속터미널역|3호선|109|127.00512100872538|37.50454885557265
901|241|고속터미널역|9호선|75|127.004211793489|37.5059814899483
902|241|고속터미널역|7호선|221|127.005007834609|37.5033865633062
903|241|반포역|7호선|716|127.011586161943|37.5081614290284
904|241|사평역|9호선|975|127.015272484531|37.5042326273953
905|241|신반포역|9호선|755|126.996082392175|37.5035091412544
906|242|공항시장역|9호선|660|126.81060964296609|37.56368922800772
907|242|김포공항역|9호선|189|126.80191361988808|37.56196757232288
908|242|김포공항역|공항철도|178|126.80247304375973|37.56185408318528
909|242|김포공항역|5호선|218|126.80125680693868|37.56209981580658
910|242|김포공항역|김포골드라인|153|126.80199188908921|37.56232990369519
911|242|송정역|5호선|855|126.812430347154|37.5611612387718
912|243|압구정역|3호선|133|127.02850865895756|37.52649127416921
913|244|강남역|신분당선|955|127.028185245594|37.4967771303817
914|244|역삼역|2호선|616|127.03646946847|37.5006744185994
915|245|봉은사역|9호선|216|127.060233935114|37.5142554489848
916|245|삼성역|2호선|565|127.06302321147605|37.508822740225305
917|245|삼성중앙역|9호선|512|127.053043676912|37.5129614511319
918|245|청담역|7호선|878|127.053717937903|37.519455579961
919|246|동대문역사문화공원역|2호선|766|127.00900417014896|37.56566440553802
920|246|동대문역사문화공원역|5호선|571|127.00579179092047|37.56462215427451
921|246|동대문역사문화공원역|4호선|674|127.00791523866731|37.56514370780825
922|246|동대입구역|3호선|54|127.00531600900922|37.55905581925076
923|246|약수역|3호선|756|127.010891666957|37.5545053994984
924|246|약수역|6호선|764|127.010153707232|37.5539252226626
925|246|청구역|5호선|787|127.013943845279|37.5602101936978
926|246|청구역|6호선|818|127.014165812912|37.5609165488093
927|246|충무로역|3호선|987|126.994150735779|37.5613965840169
928|246|충무로역|4호선|895|126.995255388268|37.5615119611571
929|247|서강대역|경의중앙선|519|126.935507621173|37.5521384864879
930|247|신촌역|2호선|173|126.93698075993808|37.555198169366435
931|247|신촌역|경의중앙선|582|126.94208931819857|37.55967513765615
932|247|이대역|2호선|867|126.94642954546576|37.556814718869
933|247|홍대입구역|공항철도|851|126.927010430346|37.5573052656667
934|247|홍대입구역|경의중앙선|842|126.927118938976|37.5574494922411
935|248|압구정로데오역|수인분당선|108|127.0406027693898|37.5275184818021
936|249|부암역|부산2호선|586|129.0501711324292|35.157364020045065
937|249|부전역|동해선|842|129.059441356112|35.1640321323598
938|249|부전역|부산1호선|862|129.062946515635|35.1625594501813
939|249|서면역|부산1호선|278|129.059300883545|35.157939062512
940|249|서면역|부산2호선|182|129.058305923709|35.157645977096
941|249|전포역|부산2호선|903|129.06538457863|35.1530881426641
942|250|봉은사역|9호선|623|127.060233935114|37.5142554489848
943|250|삼성역|2호선|288|127.06302321147605|37.508822740225305
944|250|삼성중앙역|9호선|763|127.053043676912|37.5129614511319
945|251|경대병원역|대구2호선|977|128.6029028791839|35.863145404232455
946|251|명덕역|대구1호선|951|128.59110945231205|35.857826850760546
947|251|반월당역|대구1호선|205|128.59333739255734|35.86449822913336
948|251|반월당역|대구2호선|115|128.59356694578094|35.865457605444135
949|251|중앙로역|대구1호선|516|128.59397506943253|35.87085454444516
950|251|청라언덕역|대구3호선|969|128.582380299872|35.864197913328
951|251|청라언덕역|대구2호선|949|128.58243618642845|35.86489286135085
952|252|뚝섬역|2호선|395|127.04738727881|37.547241554679
953|252|서울숲역|수인분당선|345|127.044746216358|37.543645796605
954|252|응봉역|경의중앙선|849|127.034483653629|37.5499526279456
955|253|뚝섬역|2호선|395|127.04738727881|37.547241554679
956|253|서울숲역|수인분당선|345|127.044746216358|37.543645796605
957|253|응봉역|경의중앙선|849|127.034483653629|37.5499526279456
958|254|강남역|2호선|247|127.02800140627488|37.49808633653005
959|254|강남역|신분당선|390|127.028185245594|37.4967771303817
960|254|신논현역|9호선|531|127.025492036104|37.504811111562
961|254|신논현역|신분당선|425|127.024926154562|37.5036164990854
962|254|역삼역|2호선|835|127.03646946847|37.5006744185994
963|255|문래역|2호선|739|126.894778820701|37.5179757181801
964|255|영등포시장역|5호선|649|126.905179566968|37.522709383885
965|255|영등포역|1호선|426|126.907550274975|37.5156726288261
966|256|국회의사당역|9호선|971|126.91783895106|37.5281465047706
967|256|샛강역|9호선|943|126.9283750591322|37.51737287009036
968|256|샛강역|신림선|970|126.929463427672|37.5171662943088
969|256|여의나루역|5호선|425|126.93298596744|37.5271469489465
970|256|여의도역|9호선|620|126.92466104293|37.5211700890445
971|256|여의도역|5호선|578|126.924397990207|37.5217753947299
972|257|홍대입구역|2호선|578|126.923778562273|37.5568707448873
973|257|홍대입구역|공항철도|627|126.927010430346|37.5573052656667
974|257|홍대입구역|경의중앙선|619|126.927118938976|37.5574494922411
975|258|광흥창역|6호선|684|126.93202965599583|37.54748648317645
976|258|상수역|6호선|441|126.92242989321456|37.54776618366393
977|258|서강대역|경의중앙선|890|126.935507621173|37.5521384864879
978|258|합정역|2호선|986|126.91445406513526|37.54991315995173
979|258|홍대입구역|2호선|683|126.923778562273|37.5568707448873
980|258|홍대입구역|공항철도|725|126.927010430346|37.5573052656667
981|258|홍대입구역|경의중앙선|742|126.927118938976|37.5574494922411
982|259|하남검단산역|5호선|689|127.223219337317|37.5398032640088
983|260|몽촌토성역|8호선|807|127.11286534895457|37.5178055794687
984|260|석촌역|8호선|970|127.107004062699|37.5054141216925
985|260|송파나루역|9호선|749|127.11266171422027|37.51101671275264
986|260|잠실나루역|2호선|751|127.103808749487|37.5207124124456
987|260|잠실역|2호선|434|127.10023101886318|37.51331105877401
988|260|잠실역|8호선|162|127.103270523629|37.5143121584933
989|261|서강대역|경의중앙선|519|126.935507621173|37.5521384864879
990|261|신촌역|2호선|173|126.93698075993808|37.555198169366435
991|261|신촌역|경의중앙선|582|126.94208931819857|37.55967513765615
992|261|이대역|2호선|867|126.94642954546576|37.556814718869
993|261|홍대입구역|공항철도|851|126.927010430346|37.5573052656667
994|261|홍대입구역|경의중앙선|842|126.927118938976|37.5574494922411
995|262|뚝섬역|2호선|395|127.04738727881|37.547241554679
996|262|서울숲역|수인분당선|345|127.044746216358|37.543645796605
997|262|응봉역|경의중앙선|849|127.034483653629|37.5499526279456
998|263|안국역|3호선|442|126.98542143228659|37.57650192060523
999|263|을지로3가역|2호선|863|126.99098443539428|37.56629149790628
1000|263|을지로3가역|3호선|885|126.992615486076|37.5664312655685
1001|263|종각역|1호선|680|126.98315081716676|37.570227990912244
1002|263|종로3가역|1호선|467|126.992153252476|37.570420844523
1003|263|종로3가역|5호선|181|126.9904176797898|37.57258941181964
1004|263|종로3가역|3호선|350|126.9918757981544|37.571563287751246
1005|264|봉은사역|9호선|623|127.060233935114|37.5142554489848
1006|264|삼성역|2호선|288|127.06302321147605|37.508822740225305
1007|264|삼성중앙역|9호선|763|127.053043676912|37.5129614511319
1008|265|디지털미디어시티역|6호선|790|126.90127778415635|37.57601374718818
1009|265|디지털미디어시티역|공항철도|455|126.89788185706144|37.57752092438604
1010|265|디지털미디어시티역|경의중앙선|701|126.90069067398757|37.57740168656261
1011|265|수색역|경의중앙선|364|126.895659474538|37.5808625683358
1012|266|구파발역|3호선|164|126.918852820009|37.6364357889145
1013|267|뚝섬역|2호선|395|127.04738727881|37.547241554679
1014|267|서울숲역|수인분당선|345|127.044746216358|37.543645796605
1015|267|응봉역|경의중앙선|849|127.034483653629|37.5499526279456
1016|268|뚝섬역|2호선|395|127.04738727881|37.547241554679
1017|268|서울숲역|수인분당선|345|127.044746216358|37.543645796605
1018|268|응봉역|경의중앙선|849|127.034483653629|37.5499526279456
1019|269|홍대입구역|2호선|0|126.923778562273|37.5568707448873
1020|269|홍대입구역|공항철도|289|126.927010430346|37.5573052656667
1021|269|홍대입구역|경의중앙선|302|126.927118938976|37.5574494922411
1022|270|안국역|3호선|513|126.98542143228659|37.57650192060523
1023|270|을지로3가역|2호선|800|126.99098443539428|37.56629149790628
1024|270|을지로3가역|3호선|817|126.992615486076|37.5664312655685
1025|270|을지로4가역|5호선|979|126.99804517954063|37.567564032148596
1026|270|종각역|1호선|684|126.98315081716676|37.570227990912244
1027|270|종로3가역|1호선|395|126.992153252476|37.570420844523
1028|270|종로3가역|5호선|109|126.9904176797898|37.57258941181964
1029|270|종로3가역|3호선|278|126.9918757981544|37.571563287751246
1030|271|압구정로데오역|수인분당선|108|127.0406027693898|37.5275184818021
1031|272|이태원역|6호선|649|126.994333861918|37.5345252050511
1032|272|한강진역|6호선|318|127.001765135176|37.5397907743775
1033|273|강남역|2호선|298|127.02800140627488|37.49808633653005
1034|273|강남역|신분당선|440|127.028185245594|37.4967771303817
1035|273|신논현역|9호선|482|127.025492036104|37.504811111562
1036|273|신논현역|신분당선|373|127.024926154562|37.5036164990854
1037|273|언주역|9호선|984|127.033970921595|37.5073353959717
1038|273|역삼역|2호선|858|127.03646946847|37.5006744185994
1039|274|몽촌토성역|8호선|903|127.11286534895457|37.5178055794687
1040|274|석촌역|8호선|950|127.107004062699|37.5054141216925
1041|274|석촌역|9호선|991|127.10676479806769|37.504972845773686
1042|274|송파나루역|9호선|813|127.11266171422027|37.51101671275264
1043|274|잠실나루역|2호선|783|127.103808749487|37.5207124124456
1044|274|잠실역|2호선|342|127.10023101886318|37.51331105877401
1045|274|잠실역|8호선|102|127.103270523629|37.5143121584933
1046|276|국회의사당역|9호선|686|126.91783895106|37.5281465047706
1047|276|샛강역|9호선|919|126.9283750591322|37.51737287009036
1048|276|신길역|1호선|614|126.91836721069228|37.51678703217714
1049|276|신길역|5호선|668|126.914913947722|37.517663974187
1050|276|여의도역|9호선|434|126.92466104293|37.5211700890445
1051|276|여의도역|5호선|399|126.924397990207|37.5217753947299
1052|277|서강대역|경의중앙선|446|126.935507621173|37.5521384864879
1053|277|신촌역|2호선|147|126.93698075993808|37.555198169366435
1054|277|신촌역|경의중앙선|678|126.94208931819857|37.55967513765615
1055|277|이대역|2호선|940|126.94642954546576|37.556814718869
1056|277|홍대입구역|공항철도|788|126.927010430346|37.5573052656667
1057|277|홍대입구역|경의중앙선|781|126.927118938976|37.5574494922411
1058|278|뚝섬역|2호선|922|127.04738727881|37.547241554679
1059|278|서울숲역|수인분당선|634|127.044746216358|37.543645796605
1060|278|응봉역|경의중앙선|683|127.034483653629|37.5499526279456
1061|279|뚝섬역|2호선|395|127.04738727881|37.547241554679
1062|279|서울숲역|수인분당선|345|127.044746216358|37.543645796605
1063|279|응봉역|경의중앙선|849|127.034483653629|37.5499526279456
1064|280|가좌역|경의중앙선|873|126.914815128053|37.5687433529646
1065|280|홍대입구역|2호선|739|126.923778562273|37.5568707448873
1066|280|홍대입구역|공항철도|804|126.927010430346|37.5573052656667
1067|280|홍대입구역|경의중앙선|796|126.927118938976|37.5574494922411
1068|281|몽촌토성역|8호선|899|127.11286534895457|37.5178055794687
1069|281|석촌역|8호선|955|127.107004062699|37.5054141216925
1070|281|석촌역|9호선|997|127.10676479806769|37.504972845773686
1071|281|송파나루역|9호선|814|127.11266171422027|37.51101671275264
1072|281|잠실나루역|2호선|778|127.103808749487|37.5207124124456
1073|281|잠실역|2호선|343|127.10023101886318|37.51331105877401
1074|281|잠실역|8호선|99|127.103270523629|37.5143121584933
1075|282|봉은사역|9호선|764|127.060233935114|37.5142554489848
1076|282|삼성역|2호선|485|127.06302321147605|37.508822740225305
1077|282|삼성중앙역|9호선|719|127.053043676912|37.5129614511319
1078|282|선릉역|2호선|850|127.04896282498558|37.504497373023206
1079|282|선릉역|수인분당선|844|127.04870992465413|37.505167825521674
1080|283|고속터미널역|3호선|109|127.00512100872538|37.50454885557265
1081|283|고속터미널역|9호선|75|127.004211793489|37.5059814899483
1082|283|고속터미널역|7호선|221|127.005007834609|37.5033865633062
1083|283|반포역|7호선|716|127.011586161943|37.5081614290284
1084|283|사평역|9호선|975|127.015272484531|37.5042326273953
1085|283|신반포역|9호선|755|126.996082392175|37.5035091412544
1086|284|뚝섬역|2호선|395|127.04738727881|37.547241554679
1087|284|서울숲역|수인분당선|345|127.044746216358|37.543645796605
1088|284|응봉역|경의중앙선|849|127.034483653629|37.5499526279456
1089|285|석촌역|8호선|889|127.107004062699|37.5054141216925
1090|285|석촌역|9호선|924|127.10676479806769|37.504972845773686
1091|285|송파나루역|9호선|910|127.11266171422027|37.51101671275264
1092|285|잠실나루역|2호선|906|127.103808749487|37.5207124124456
1093|285|잠실역|2호선|220|127.10023101886318|37.51331105877401
